,仁武,前金,前鎮,善化,大寮,安南,小港,屏東,左營,復興,恆春,新營,林園,楠梓,橋頭,潮州,美濃,臺南,鳳山
2023-01-13-11,45,46,47,43,41,54,45,34,49,47,5,47,40,35,38,33,23,68,47
2023-01-13-12,41,46,48,42,41,57,43,33,47,48,5,44,41,32,37,32,24,68,43
2023-01-13-13,36,40,41,39,35,57,39,31,42,41,5,41,40,30,38,27,22,63,37
2023-01-13-14,32,36,39,33,30,52,35,27,36,34,5,37,35,26,33,24,21,56,30
2023-01-13-15,28,30,31,31,25,46,29,23,32,27,5,36,30,22,29,22,20,50,26
2023-01-13-16,24,25,24,28,24,41,26,20,27,21,6,37,23,21,25,19,19,43,22
2023-01-13-17,21,22,21,26,21,34,25,16,24,18,7,34,19,17,19,15,16,37,20
2023-01-13-18,19,20,20,24,19,29,23,14,22,16,7,31,17,15,17,13,14,32,19
2023-01-13-19,18,19,18,22,17,27,20,14,20,16,7,26,16,13,16,12,12,28,19
2023-01-13-20,17,17,16,20,14,24,18,14,19,15,7,22,14,12,15,12,13,25,18
2023-01-13-21,15,14,14,19,13,22,16,13,16,13,7,20,13,12,14,11,13,22,17
2023-01-13-22,14,12,12,18,11,19,14,13,14,11,7,18,11,11,13,12,13,20,17
2023-01-13-23,12,11,11,16,9,17,12,12,13,9,8,18,10,10,12,13,12,18,16
2023-01-14-00,11,9,9,15,9,15,12,11,12,7,7,18,8,10,11,12,11,16,16
2023-01-14-01,11,9,8,13,9,15,12,10,11,6,7,18,9,9,9,13,10,15,14
2023-01-14-02,11,8,7,11,11,16,12,11,11,6,7,16,9,9,8,12,9,15,14
2023-01-14-03,10,9,7,9,13,16,11,12,11,6,6,15,9,9,8,10,8,15,14
2023-01-14-04,10,9,8,9,14,16,10,13,10,6,6,13,8,9,8,9,8,15,15
2023-01-14-05,10,9,8,9,14,14,9,14,9,7,5,12,8,8,9,8,9,15,17
2023-01-14-06,11,10,8,9,15,13,10,16,9,7,5,12,10,8,10,8,9,15,17
2023-01-14-07,10,10,9,8,15,12,12,16,10,8,5,12,12,8,10,7,9,15,18
2023-01-14-08,11,12,10,8,16,13,15,15,12,9,5,13,15,8,12,7,9,16,17
2023-01-14-09,12,13,11,8,17,15,16,16,13,10,5,14,15,9,12,7,9,17,17
2023-01-14-10,12,12,11,8,18,15,17,16,13,11,5,15,14,10,12,6,10,17,17
2023-01-14-11,12,11,11,9,17,15,16,15,12,11,5,14,15,10,12,6,10,16,15
2023-01-14-12,12,10,10,8,17,14,15,14,11,9,4,12,13,10,11,6,9,15,14
2023-01-14-13,12,9,9,7,16,12,14,13,10,8,4,11,12,9,10,6,9,13,14
2023-01-14-14,11,9,9,7,15,11,13,13,9,7,4,11,11,8,8,6,8,12,13
2023-01-14-15,10,8,8,7,15,10,14,13,9,7,4,10,10,7,6,6,10,11,13
2023-01-14-16,9,9,8,7,14,10,14,13,9,7,4,11,9,7,6,6,11,11,13
2023-01-14-17,8,8,9,7,13,10,13,12,9,7,4,10,9,6,6,6,12,10,13
2023-01-14-18,8,9,9,7,12,10,13,11,8,7,3,10,8,5,6,7,11,9,13
2023-01-14-19,8,9,8,6,11,10,12,10,8,7,4,9,9,4,7,8,10,9,13
2023-01-14-20,8,8,8,7,10,10,12,9,8,7,3,8,9,4,7,8,10,10,12
2023-01-14-21,9,8,7,8,10,10,11,8,8,6,4,7,9,4,7,8,9,11,12
2023-01-14-22,9,8,7,9,11,10,11,8,8,7,5,6,8,5,7,8,10,12,12
2023-01-14-23,10,9,7,9,11,10,11,8,9,8,4,7,9,6,8,9,11,13,12
2023-01-15-00,11,10,8,9,13,10,11,9,10,8,5,7,9,7,8,10,11,14,13
2023-01-15-01,11,11,9,8,14,11,12,11,11,9,6,7,10,8,8,10,12,15,15
2023-01-15-02,11,12,10,8,13,12,12,11,11,8,7,7,10,7,8,10,12,16,15
2023-01-15-03,10,12,10,8,14,13,12,11,11,8,7,8,10,7,8,10,11,16,15
2023-01-15-04,11,12,9,10,13,13,13,11,11,9,8,8,11,8,9,10,11,15,15
2023-01-15-05,13,12,9,10,13,12,13,11,12,10,10,10,11,10,10,11,10,15,16
2023-01-15-06,14,12,10,12,15,13,14,12,14,12,11,14,12,10,12,12,11,16,19
2023-01-15-07,16,12,11,15,15,15,16,14,15,13,12,14,14,12,12,11,12,18,22
2023-01-15-08,17,14,13,16,18,18,17,16,17,14,12,14,13,14,13,12,12,21,24
2023-01-15-09,18,17,16,18,19,19,19,17,19,16,10,14,15,14,14,13,12,22,25
2023-01-15-10,19,20,18,19,20,19,21,17,21,18,9,13,19,16,18,14,11,25,26
2023-01-15-11,23,23,20,19,21,19,23,18,24,19,9,14,20,19,19,15,11,25,27
2023-01-15-12,27,26,23,20,25,19,26,18,25,21,9,17,23,19,21,15,11,24,27
2023-01-15-13,28,24,22,20,27,20,27,20,25,23,8,18,24,20,21,16,12,24,28
2023-01-15-14,28,23,22,21,27,21,28,26,25,23,7,19,23,20,20,18,14,23,28
2023-01-15-15,25,21,22,21,26,21,28,28,23,23,7,20,23,19,19,18,15,22,27
2023-01-15-16,22,20,21,21,25,22,26,29,22,23,6,20,21,19,19,18,17,22,28
2023-01-15-17,21,20,20,21,23,22,25,27,21,21,5,20,20,18,18,17,19,22,27
2023-01-15-18,20,19,20,20,21,22,24,24,19,20,4,20,19,18,18,16,20,22,25
2023-01-15-19,21,19,19,20,21,21,23,23,19,18,4,19,17,19,19,21,22,23,25
2023-01-15-20,22,19,20,18,21,20,22,24,20,19,4,18,17,19,20,22,22,23,24
2023-01-15-21,23,20,21,16,22,19,24,25,22,20,4,16,17,20,22,23,22,23,25
2023-01-15-22,23,20,22,14,23,18,25,26,22,21,4,14,18,19,22,25,22,22,26
2023-01-15-23,21,19,21,11,23,17,25,26,21,22,4,13,20,17,20,23,21,20,26
2023-01-16-00,19,18,20,9,21,16,24,25,20,21,3,12,20,15,18,24,22,18,25
2023-01-16-01,17,18,18,8,19,14,23,24,18,18,4,10,19,13,15,23,20,17,22
2023-01-16-02,16,16,16,7,18,13,21,21,16,16,3,9,18,13,14,22,20,16,20
2023-01-16-03,15,16,15,7,17,12,20,19,15,15,4,8,16,12,13,21,19,16,19
2023-01-16-04,14,14,15,7,16,11,19,18,14,14,4,8,17,10,13,20,17,16,17
2023-01-16-05,13,13,14,7,15,10,18,16,13,14,4,7,16,10,12,20,16,15,15
2023-01-16-06,13,13,13,6,15,10,17,15,13,14,4,7,15,9,12,19,14,14,15
2023-01-16-07,12,13,12,6,14,10,16,15,11,14,3,6,14,8,11,16,13,14,14
2023-01-16-08,11,12,11,6,14,10,15,14,11,13,3,6,14,8,9,16,12,13,13
2023-01-16-09,10,12,10,6,14,11,14,14,10,12,3,6,14,8,8,15,11,13,14
2023-01-16-10,10,11,9,6,13,11,14,13,10,12,3,5,14,8,8,15,11,13,13
2023-01-16-11,10,13,11,7,16,11,14,14,12,13,3,6,15,9,8,15,13,14,14
2023-01-16-12,13,14,12,7,18,11,17,15,14,15,2,6,16,9,10,16,14,15,16
2023-01-16-13,15,15,14,9,22,11,18,17,15,16,2,7,18,11,11,18,15,15,17
2023-01-16-14,18,15,15,11,23,12,19,19,16,17,2,9,18,12,13,22,15,15,18
2023-01-16-15,18,15,15,12,23,13,19,21,17,19,2,10,16,14,14,24,15,15,18
2023-01-16-16,19,16,16,14,22,14,17,23,17,19,3,13,15,15,15,25,15,16,18
2023-01-16-17,19,16,16,15,21,16,18,24,17,19,3,14,15,15,16,25,16,18,19
2023-01-16-18,20,18,17,16,21,18,17,25,18,19,4,15,15,15,18,23,17,20,21
2023-01-16-19,21,18,18,17,21,20,18,24,19,19,4,16,17,17,19,20,18,23,22
2023-01-16-20,21,20,19,18,23,22,20,24,20,19,3,17,19,17,20,22,19,25,24
2023-01-16-21,22,23,21,18,24,23,21,24,23,22,3,17,21,18,20,24,20,26,25
2023-01-16-22,23,25,22,20,25,23,23,24,24,23,3,18,23,20,20,25,21,27,26
2023-01-16-23,23,25,23,22,25,22,24,24,23,24,3,17,23,20,21,27,21,27,27
2023-01-17-00,23,25,23,22,26,21,25,24,23,24,3,17,23,21,21,26,21,27,27
2023-01-17-01,24,24,23,22,25,21,24,25,23,24,3,17,22,21,22,25,21,26,27
2023-01-17-02,24,23,23,21,24,21,24,25,22,25,3,16,23,20,22,25,22,26,27
2023-01-17-03,24,25,23,20,26,21,24,24,23,23,3,16,24,21,21,26,22,27,28
2023-01-17-04,23,25,23,20,25,21,24,24,23,24,2,15,25,20,20,26,23,26,29
2023-01-17-05,22,26,22,20,25,21,24,24,23,23,2,14,26,20,20,26,23,26,29
2023-01-17-06,23,26,22,19,26,20,24,24,23,23,2,15,25,19,20,26,24,25,29
2023-01-17-07,23,26,21,19,26,20,24,25,23,24,2,14,25,19,20,26,25,25,29
2023-01-17-08,23,25,22,19,26,19,25,25,23,24,3,15,24,19,20,27,25,24,30
2023-01-17-09,24,24,22,19,27,19,27,25,24,25,3,15,25,20,21,28,26,25,30
2023-01-17-10,25,24,23,20,29,19,28,27,24,26,3,15,28,21,22,28,25,25,31
2023-01-17-11,28,25,25,19,32,18,30,29,27,27,2,15,32,22,24,29,26,25,33
2023-01-17-12,30,26,26,17,35,18,30,30,28,30,2,14,34,23,25,29,26,24,33
2023-01-17-13,30,26,25,16,34,18,29,31,28,28,1,14,32,24,25,31,27,22,33
2023-01-17-14,28,26,23,15,32,18,26,30,26,25,1,16,29,21,23,32,27,22,30
2023-01-17-15,26,24,21,16,28,18,24,28,23,23,2,19,23,17,22,32,25,21,28
2023-01-17-16,23,23,20,17,25,20,23,26,21,21,-999,20,21,18,21,32,23,22,26
2023-01-17-17,23,22,20,18,24,20,24,26,20,21,-999,20,21,19,21,30,23,22,26
2023-01-17-18,24,22,20,19,29,18,25,26,21,23,-999,20,21,19,22,28,24,21,27
2023-01-17-19,25,21,21,18,29,17,25,26,22,23,2,19,23,20,22,29,23,20,28
2023-01-17-20,25,21,20,17,30,16,25,27,22,23,2,17,24,19,21,28,23,19,29
2023-01-17-21,25,21,21,17,30,16,25,26,22,24,2,17,25,18,21,28,23,18,28
2023-01-17-22,25,21,21,17,26,16,24,26,21,23,2,17,24,18,20,28,22,18,27
2023-01-17-23,25,22,21,17,27,17,25,26,22,24,2,16,23,17,21,26,22,18,27
2023-01-18-00,24,23,22,17,25,18,25,25,22,24,2,15,24,18,21,27,21,20,28
2023-01-18-01,24,24,22,18,25,18,25,25,23,24,2,21,24,18,21,26,21,20,29
2023-01-18-02,24,23,22,21,24,20,27,24,24,24,2,21,24,19,21,25,21,21,30
2023-01-18-03,23,22,22,21,24,20,27,24,24,24,1,20,25,19,20,25,19,22,31
2023-01-18-04,22,24,22,21,25,19,27,24,25,23,1,20,24,19,21,24,20,21,31
2023-01-18-05,23,24,23,20,26,19,28,24,25,25,1,14,24,19,20,24,20,21,32
2023-01-18-06,23,24,23,16,25,17,27,25,25,25,1,14,24,18,20,24,20,19,32
2023-01-18-07,24,25,23,16,25,17,27,24,24,26,2,13,23,19,20,23,21,19,32
2023-01-18-08,24,24,23,15,25,18,27,25,24,26,2,14,22,19,20,23,21,20,31
2023-01-18-09,23,24,22,16,25,19,25,25,24,26,2,15,23,19,20,24,22,21,30
2023-01-18-10,23,24,22,17,25,19,26,25,25,26,2,15,25,19,20,25,21,21,30
2023-01-18-11,24,24,22,17,25,19,26,24,25,26,1,16,25,19,21,26,20,22,29
2023-01-18-12,25,25,23,19,26,20,26,23,26,26,2,17,27,19,21,26,18,22,29
2023-01-18-13,26,24,24,19,28,21,28,23,26,26,2,17,27,20,22,25,17,23,30
2023-01-18-14,27,25,25,18,28,22,28,22,26,27,2,18,27,20,24,27,17,24,30
2023-01-18-15,28,26,27,19,29,24,28,22,28,28,2,21,27,22,24,27,18,24,29
2023-01-18-16,27,26,27,21,28,26,28,23,28,28,3,23,27,21,24,29,19,27,29
2023-01-18-17,27,27,27,24,28,27,27,23,29,28,3,25,27,22,26,30,20,28,29
2023-01-18-18,28,29,30,27,29,29,28,24,31,29,2,27,27,25,28,30,21,30,31
2023-01-18-19,30,30,31,30,31,30,31,26,33,30,2,29,28,27,31,31,23,32,33
2023-01-18-20,34,33,34,31,33,32,33,28,35,33,2,30,30,30,34,32,24,32,36
2023-01-18-21,37,35,35,33,35,32,36,31,37,35,2,31,34,31,35,34,27,34,38
2023-01-18-22,38,37,36,33,39,33,38,33,38,36,2,31,36,32,36,37,28,34,40
2023-01-18-23,38,38,37,35,40,35,39,34,39,38,2,31,38,32,36,40,29,36,41
2023-01-19-00,39,39,38,36,41,35,40,34,39,38,1,32,39,33,37,42,30,37,41
2023-01-19-01,39,39,37,37,42,36,42,35,40,38,1,32,38,33,37,43,30,37,41
2023-01-19-02,40,39,37,37,41,36,42,37,41,39,1,32,39,33,38,43,31,38,42
2023-01-19-03,42,40,38,38,41,36,43,37,42,39,2,32,39,34,39,43,32,37,43
2023-01-19-04,42,41,39,37,42,35,43,38,43,40,2,30,40,35,40,43,33,36,45
2023-01-19-05,43,42,40,36,43,34,42,40,43,40,2,29,41,36,41,44,33,35,45
2023-01-19-06,42,42,39,35,45,33,42,39,43,40,2,28,43,36,40,44,34,34,46
2023-01-19-07,42,42,38,34,45,32,42,40,42,41,2,28,43,35,39,45,34,33,46
2023-01-19-08,42,41,38,34,45,31,42,40,40,40,2,28,43,35,38,46,35,32,45
2023-01-19-09,41,41,37,33,46,31,42,41,40,41,2,27,43,34,37,47,36,31,46
2023-01-19-10,42,40,37,33,45,30,42,42,40,41,3,27,43,33,36,47,36,31,46
2023-01-19-11,41,39,38,33,45,29,43,43,39,41,3,26,45,34,37,48,36,30,47
2023-01-19-12,42,39,39,32,45,30,43,43,39,41,3,25,45,34,37,47,34,31,45
2023-01-19-13,42,39,39,31,40,29,42,40,40,41,3,24,43,34,37,44,31,32,43
2023-01-19-14,40,40,37,30,38,30,40,36,39,41,2,25,41,34,38,43,28,32,41
2023-01-19-15,40,38,34,29,37,31,37,33,38,38,1,24,36,35,37,41,25,32,38
2023-01-19-16,38,36,32,25,35,29,35,32,36,36,1,24,33,34,35,42,23,29,37
2023-01-19-17,37,34,31,24,37,28,33,33,33,35,1,26,31,35,34,44,24,28,38
2023-01-19-18,35,31,30,24,36,27,32,34,30,33,1,26,30,32,32,43,25,28,36
2023-01-19-19,33,31,30,25,34,26,32,34,31,32,1,27,31,31,30,45,26,28,34
2023-01-19-20,33,32,30,27,34,27,33,33,32,32,1,29,31,31,31,45,29,30,33
2023-01-19-21,34,33,32,29,33,27,33,32,33,32,1,29,31,31,31,46,30,31,34
2023-01-19-22,36,36,32,29,35,28,34,32,35,35,2,28,31,33,33,46,29,31,36
2023-01-19-23,38,37,34,28,37,28,36,32,36,36,2,28,31,35,34,44,30,31,38
2023-01-20-00,38,38,36,27,38,27,37,34,36,36,2,29,32,35,35,43,30,30,40
2023-01-20-01,39,39,37,27,40,27,39,35,36,38,3,29,34,35,34,44,30,30,40
2023-01-20-02,38,39,38,27,41,26,39,35,36,37,2,29,35,35,33,44,30,31,41
2023-01-20-03,39,40,38,29,41,29,39,36,36,39,3,30,36,34,33,45,30,32,41
2023-01-20-04,40,41,38,30,41,31,40,37,37,39,3,32,37,34,34,44,30,35,42
2023-01-20-05,40,41,37,31,42,34,40,36,38,40,3,32,37,34,36,42,29,37,42
2023-01-20-06,41,42,38,34,41,36,40,36,40,41,4,33,38,35,37,41,29,39,44
2023-01-20-07,42,43,40,34,43,36,42,35,42,42,3,34,37,36,39,39,29,39,46
2023-01-20-08,43,44,41,35,45,36,44,36,43,44,3,34,38,37,39,39,28,38,48
2023-01-20-09,45,45,42,34,47,34,45,37,43,45,4,33,38,38,39,39,28,36,49
2023-01-20-10,46,44,41,32,48,33,46,39,42,45,4,32,39,39,40,38,29,35,49
2023-01-20-11,45,44,39,31,47,32,45,38,42,44,4,30,42,38,38,39,28,34,48
2023-01-20-12,43,42,38,29,46,32,43,35,40,43,3,28,42,37,37,39,26,35,45
2023-01-20-13,41,41,37,28,43,34,41,32,39,43,3,31,41,35,36,37,24,35,42
2023-01-20-14,39,39,37,28,40,34,41,29,38,43,2,31,39,34,35,37,21,35,40
2023-01-20-15,38,38,36,27,39,34,39,27,36,41,1,32,36,32,34,35,20,35,39
2023-01-20-16,37,36,35,27,36,34,39,27,35,40,1,32,35,31,33,33,20,33,39
2023-01-20-17,36,34,34,27,36,33,38,30,33,37,1,29,34,32,33,32,22,32,38
2023-01-20-18,36,32,33,25,36,31,36,32,32,34,1,28,32,30,32,31,24,31,37
2023-01-20-19,34,30,32,25,35,30,35,34,31,34,1,29,32,29,32,32,26,32,36
2023-01-20-20,34,30,31,23,35,28,34,34,30,33,1,27,32,29,31,34,28,30,35
2023-01-20-21,34,30,31,23,34,27,34,33,30,33,1,26,32,28,30,34,29,29,34
2023-01-20-22,33,30,31,23,33,26,34,32,30,33,1,25,33,27,29,35,29,28,33
2023-01-20-23,33,31,30,22,33,26,34,33,30,32,2,23,32,29,28,35,29,27,33
2023-01-21-00,32,30,30,21,33,26,33,33,30,31,2,22,31,29,27,33,28,27,33
2023-01-21-01,31,30,30,20,34,26,33,33,30,29,1,22,31,28,26,33,27,27,33
2023-01-21-02,30,29,29,20,34,26,33,34,30,28,1,22,31,26,25,33,26,26,32
2023-01-21-03,28,29,28,18,33,26,33,33,30,29,1,21,31,23,24,34,26,26,31
2023-01-21-04,28,28,27,17,31,27,32,33,28,29,1,21,30,22,24,35,25,26,30
2023-01-21-05,28,27,26,18,30,26,29,33,27,28,1,21,30,21,23,35,26,25,30
2023-01-21-06,27,28,26,19,29,26,29,32,26,28,1,20,29,21,22,35,26,24,29
2023-01-21-07,26,27,26,19,28,27,29,32,26,26,1,21,29,21,23,34,25,24,28
2023-01-21-08,25,27,26,21,28,26,29,32,26,26,1,21,29,21,23,32,26,25,28
2023-01-21-09,25,27,27,20,29,27,31,32,26,27,2,21,30,22,24,33,26,25,28
2023-01-21-10,27,28,28,21,32,27,32,34,27,28,2,22,33,23,27,34,27,26,29
2023-01-21-11,30,30,31,21,34,27,33,34,29,31,2,21,32,23,29,35,27,27,30
2023-01-21-12,31,32,31,21,37,29,34,33,31,32,2,24,32,25,30,36,25,28,31
2023-01-21-13,32,32,30,21,39,29,33,33,30,32,2,24,31,25,31,37,24,29,34
2023-01-21-14,31,33,29,21,40,30,33,31,29,31,4,24,31,25,30,36,22,30,34
2023-01-21-15,30,31,27,21,40,29,33,31,27,29,5,25,32,25,30,38,22,31,36
2023-01-21-16,30,32,27,22,39,30,33,32,26,28,6,25,32,25,30,38,22,32,36
2023-01-21-17,29,30,27,23,36,32,32,32,26,27,6,25,31,26,29,37,23,33,35
2023-01-21-18,28,29,27,24,34,34,31,32,25,26,5,26,30,25,29,37,26,35,33
2023-01-21-19,28,28,27,24,32,35,30,31,25,26,5,27,28,25,28,35,28,35,32
2023-01-21-20,29,26,28,24,31,34,30,29,25,26,6,27,27,27,31,35,30,35,31
2023-01-21-21,31,30,29,24,33,33,30,29,28,28,6,29,26,28,32,34,32,34,32
2023-01-21-22,32,33,31,24,34,32,32,32,32,30,7,30,26,29,32,35,34,34,33
2023-01-21-23,32,33,33,25,36,32,33,34,33,31,7,33,28,30,32,36,35,35,35
2023-01-22-00,33,36,34,27,38,33,34,35,33,32,7,35,30,30,31,36,35,36,36
2023-01-22-01,36,39,37,31,47,35,36,37,36,33,7,36,33,31,33,36,35,37,37
2023-01-22-02,38,41,39,33,48,37,38,38,37,35,6,36,34,32,36,38,34,38,37
2023-01-22-03,40,47,41,33,48,36,39,37,43,37,7,34,36,33,37,38,33,39,39
2023-01-22-04,43,50,45,32,48,34,42,36,46,42,8,32,36,35,39,39,34,37,41
2023-01-22-05,42,49,45,29,43,32,44,35,45,43,9,30,36,37,38,38,34,36,41
2023-01-22-06,42,48,44,29,44,32,44,35,45,43,9,30,36,38,39,35,33,37,41
2023-01-22-07,42,46,44,28,44,32,45,35,42,43,10,31,36,39,39,34,33,37,42
2023-01-22-08,42,45,43,29,45,33,45,36,41,42,10,31,37,37,37,35,33,40,43
2023-01-22-09,42,47,45,30,45,36,44,35,41,42,9,33,37,36,38,35,34,41,42
2023-01-22-10,42,47,44,32,43,38,42,35,41,42,9,34,37,35,38,37,33,43,41
2023-01-22-11,40,45,42,33,43,39,39,33,39,41,10,35,34,33,37,36,30,43,39
2023-01-22-12,36,41,40,32,38,40,36,31,36,38,11,35,30,30,35,32,28,44,36
2023-01-22-13,35,38,36,30,32,38,35,27,36,36,11,33,29,30,35,29,24,43,34
2023-01-22-14,35,37,35,27,28,37,33,24,36,33,12,33,26,31,35,23,21,40,33
2023-01-22-15,36,37,32,27,26,36,32,25,36,30,11,31,25,32,35,20,20,39,33
2023-01-22-16,36,37,30,24,24,34,31,27,37,28,11,31,26,35,36,19,20,36,32
2023-01-22-17,35,34,28,23,22,31,28,27,34,25,10,25,25,34,34,19,21,33,31
2023-01-22-18,33,30,26,22,20,27,27,27,32,24,10,20,24,31,32,19,22,30,29
2023-01-22-19,31,28,26,20,21,25,27,28,30,24,10,17,22,28,29,20,23,27,28
2023-01-22-20,28,26,25,18,21,24,25,27,28,24,10,18,21,23,26,20,23,24,25
2023-01-22-21,25,23,23,16,20,22,24,27,25,22,10,18,20,20,23,21,21,22,24
2023-01-22-22,21,21,20,14,20,21,22,24,22,19,10,18,19,18,20,21,21,20,21
2023-01-22-23,20,19,18,13,18,19,20,22,20,17,11,19,19,17,19,19,23,18,19
2023-01-23-00,19,18,18,13,17,19,18,21,19,16,11,19,18,16,18,19,22,18,18
2023-01-23-01,20,18,16,14,16,19,20,22,17,15,11,20,17,15,17,17,23,18,18
2023-01-23-02,19,17,16,16,16,19,20,21,17,15,11,21,17,14,16,17,24,18,17
2023-01-23-03,18,18,16,17,16,20,20,22,16,16,10,21,16,13,15,19,23,17,17
2023-01-23-04,17,18,15,17,17,21,21,22,15,15,9,21,16,11,14,20,24,17,17
2023-01-23-05,16,17,16,17,18,20,19,23,16,14,7,21,15,12,15,21,23,17,16
2023-01-23-06,17,19,16,17,18,20,19,23,16,15,6,22,14,13,15,22,22,18,17
2023-01-23-07,19,19,16,17,18,20,19,21,16,14,5,26,14,14,17,23,21,19,17
2023-01-23-08,20,19,17,22,18,22,19,21,17,15,6,29,15,16,18,24,21,20,18
2023-01-23-09,22,21,17,25,17,27,20,22,17,16,6,31,15,17,19,23,21,25,19
2023-01-23-10,24,22,19,26,19,30,21,23,20,17,6,31,17,19,22,24,21,28,20
2023-01-23-11,26,24,21,26,20,31,22,26,22,19,6,29,18,21,24,24,22,30,22
2023-01-23-12,27,27,24,23,22,30,25,28,24,21,5,28,19,22,25,24,21,29,24
2023-01-23-13,26,28,26,21,22,28,25,29,25,23,5,26,20,20,23,22,21,26,23
2023-01-23-14,25,28,26,20,22,27,26,31,24,23,4,24,19,19,22,21,21,24,23
2023-01-23-15,23,26,25,19,22,25,26,30,23,22,3,23,19,18,21,19,20,24,22
2023-01-23-16,23,24,24,20,21,26,24,30,22,22,3,22,20,18,21,20,20,24,21
2023-01-23-17,23,24,24,20,23,26,24,28,24,22,3,22,20,19,22,21,20,25,21
2023-01-23-18,24,23,24,21,23,25,25,26,24,23,3,22,22,21,22,22,20,25,22
2023-01-23-19,25,24,25,22,24,25,25,26,24,25,3,21,23,22,23,24,21,25,23
2023-01-23-20,26,24,26,20,25,24,26,26,24,25,3,19,24,22,23,24,22,25,24
2023-01-23-21,27,25,26,20,26,23,27,28,24,25,3,19,24,23,22,24,22,25,24
2023-01-23-22,26,25,26,19,27,21,28,28,23,25,2,18,23,21,22,26,22,24,25
2023-01-23-23,25,24,25,17,28,19,28,28,23,24,2,18,24,21,22,26,21,23,25
2023-01-24-00,23,24,25,17,27,19,29,28,23,24,1,17,25,21,22,27,21,21,25
2023-01-24-01,23,23,24,16,27,18,29,26,22,23,1,16,24,21,22,27,22,21,25
2023-01-24-02,24,23,24,16,27,19,28,27,22,25,1,16,24,21,21,26,22,22,25
2023-01-24-03,24,23,24,15,27,20,27,27,21,24,1,15,23,21,20,26,23,21,25
2023-01-24-04,24,23,23,14,26,18,26,26,21,23,2,12,23,19,18,26,24,21,24
2023-01-24-05,22,21,21,13,23,17,24,25,19,22,2,11,22,18,16,25,21,20,22
2023-01-24-06,19,19,18,11,21,15,21,23,17,18,2,9,19,16,15,24,19,17,19
2023-01-24-07,17,17,16,9,18,13,18,20,15,16,2,8,17,13,13,23,17,16,17
2023-01-24-08,15,15,13,8,15,12,16,17,13,13,1,7,15,11,12,20,15,13,14
2023-01-24-09,13,13,11,7,13,12,13,15,11,11,1,7,12,9,11,17,14,11,12
2023-01-24-10,12,12,10,8,12,13,13,12,10,10,1,7,10,9,11,15,13,10,10
2023-01-24-11,11,12,9,8,10,13,12,11,9,9,2,7,8,8,10,12,11,11,10
2023-01-24-12,10,11,9,9,9,13,11,11,9,8,3,8,7,8,9,11,9,11,9
2023-01-24-13,10,11,9,9,8,14,11,10,9,8,5,9,7,8,9,9,8,12,8
2023-01-24-14,10,11,9,9,7,15,10,9,10,7,7,10,7,9,9,8,8,13,8
2023-01-24-15,10,11,10,11,7,16,10,9,10,8,7,12,7,9,9,7,8,13,8
2023-01-24-16,11,12,10,12,7,18,11,9,11,9,8,15,8,9,11,8,8,16,8
2023-01-24-17,12,14,11,14,8,21,13,10,13,10,9,17,9,11,13,8,10,16,10
2023-01-24-18,14,17,15,16,11,23,15,11,17,13,9,20,10,14,17,9,12,20,12
2023-01-24-19,17,19,17,19,14,26,18,14,20,16,10,22,13,16,18,13,13,24,15
2023-01-24-20,21,22,20,20,18,26,21,17,22,19,12,22,15,19,21,16,16,25,18
2023-01-24-21,23,23,23,21,22,25,22,20,24,21,13,22,19,20,22,20,18,25,20
2023-01-24-22,24,24,22,20,23,24,23,23,24,23,13,22,22,20,23,22,19,25,20
2023-01-24-23,25,25,22,20,24,23,23,24,24,23,14,23,23,20,24,23,21,24,21
2023-01-25-00,24,24,22,20,24,23,25,23,23,24,14,24,24,20,24,24,22,24,21
2023-01-25-01,24,24,21,21,24,24,26,22,23,23,13,25,24,20,24,24,22,25,21
2023-01-25-02,24,25,23,23,24,25,26,23,24,23,11,24,23,20,24,24,22,25,21
2023-01-25-03,26,27,23,23,24,25,27,23,25,24,9,23,23,23,24,25,22,26,22
2023-01-25-04,27,28,25,21,24,24,29,23,25,25,8,22,23,23,24,25,22,25,24
2023-01-25-05,27,28,25,20,25,23,28,23,25,24,7,19,23,23,23,25,21,24,25
2023-01-25-06,27,28,24,17,24,21,29,24,26,24,7,18,23,22,22,26,22,23,25
2023-01-25-07,25,26,24,16,24,19,27,23,24,23,7,16,23,21,21,25,22,21,25
2023-01-25-08,24,25,22,16,23,18,25,24,22,22,7,16,24,19,21,27,23,21,24
2023-01-25-09,23,25,22,17,24,17,25,24,23,22,7,15,24,19,22,26,23,19,24
2023-01-25-10,23,24,21,17,23,17,25,26,22,22,7,16,24,20,23,26,22,19,24
2023-01-25-11,24,26,22,17,23,19,27,26,23,23,6,17,24,21,24,26,21,20,24
2023-01-25-12,25,26,21,16,23,20,26,26,24,22,5,16,23,21,24,25,20,20,23
2023-01-25-13,24,25,20,16,23,20,24,26,22,22,4,17,21,21,22,24,20,20,23
2023-01-25-14,23,24,19,15,24,20,23,26,20,21,3,17,19,20,20,24,19,20,22
2023-01-25-15,21,21,17,15,24,20,21,27,19,19,3,17,17,18,19,23,19,20,21
2023-01-25-16,18,20,17,15,23,19,20,26,18,18,2,17,16,17,19,23,20,19,19
2023-01-25-17,18,19,16,16,21,19,19,25,17,18,2,17,15,16,19,23,20,18,19
2023-01-25-18,17,19,15,16,20,18,18,23,16,17,2,16,15,16,18,22,20,18,19
